"設置位置ID","オーダーID","セクタ管理番号","ベンダー","ANT_NO","Transmitter_Name","RAN種別","BBT_CODE_加入DFGC","作業番号","帯域","BAND","BBU_sys","GPSフラグ"
"NS-01244_1","R001939984","NS-01244_00001","NOKIA","1","NI_N39G広島己斐上_1","3.9G","62-012","6394553","100MHz","3.9GHz-NR","N0062","0"
"NS-01244_1","R001939984","NS-01244_00002","NOKIA","2","NI_N39G広島己斐上_2","3.9G","62-012","6394553","100MHz","3.9GHz-NR","N0062","0"
"NS-01244_1","R001939984","NS-01244_00003","NOKIA","3","NI_N39G広島己斐上_3","3.9G","62-012","6394553","100MHz","3.9GHz-NR","N0062","0"
"NS-01246_1","R001939985","NS-01246_00001","NOKIA","1","NI_N39G広島相田_1","3.9G","62-214","6392502","100MHz","3.9GHz-NR","N0052","0"
"NS-01246_1","R001939985","NS-01246_00002","NOKIA","2","NI_N39G広島相田_2","3.9G","62-214","6392502","100MHz","3.9GHz-NR","N0052","0"
"NS-01246_1","R001939985","NS-01246_00003","NOKIA","3","NI_N39G広島相田_3","3.9G","62-214","6392502","100MHz","3.9GHz-NR","N0052","0"
"NS-01256_1","R001907902","NS-01256_00001","NOKIA","1","NI_N39G呉広白石_1","3.9G","62-038","6392693","100MHz","3.9GHz-NR","N0041","0"
"NS-01256_1","R001907902","NS-01256_00002","NOKIA","2","NI_N39G呉広白石_2","3.9G","62-038","6392693","100MHz","3.9GHz-NR","N0041","0"
"NS-01256_1","R001907902","NS-01256_00003","NOKIA","3","NI_N39G呉広白石_3","3.9G","62-038","6392693","100MHz","3.9GHz-NR","N0041","0"
"NS-01264_1","R001940006","NS-01264_00001","NOKIA","1","NI_N39G福山草戸_1","3.9G","62-216","6392592","100MHz","3.9GHz-NR","N0162","0"
"NS-01264_1","R001940006","NS-01264_00002","NOKIA","2","NI_N39G福山草戸_2","3.9G","62-216","6392592","100MHz","3.9GHz-NR","N0162","0"
"NS-01264_1","R001940006","NS-01264_00003","NOKIA","3","NI_N39G福山草戸_3","3.9G","62-216","6392592","100MHz","3.9GHz-NR","N0162","0"
"NS-01267_1","R001940008","NS-01267_00001","NOKIA","1","NI_N39G広島高須_1","3.9G","62-012","6394555","100MHz","3.9GHz-NR","N0071","0"
"NS-01267_1","R001940008","NS-01267_00002","NOKIA","2","NI_N39G広島高須_2","3.9G","62-012","6394555","100MHz","3.9GHz-NR","N0071","0"
"NS-01267_1","R001940008","NS-01267_00003","NOKIA","3","NI_N39G広島高須_3","3.9G","62-012","6394555","100MHz","3.9GHz-NR","N0071","0"
"NS-01291_1","R001940027","NS-01291_00001","NOKIA","1","NI_N39G広島戸坂新町Ｂ_1","3.9G","62-006","6392446","100MHz","3.9GHz-NR","N0041","0"
"NS-01291_1","R001940027","NS-01291_00002","NOKIA","2","NI_N39G広島戸坂新町Ｂ_2","3.9G","62-006","6392446","100MHz","3.9GHz-NR","N0041","0"
"NS-01291_1","R001940027","NS-01291_00003","NOKIA","3","NI_N39G広島戸坂新町Ｂ_3","3.9G","62-006","6392446","100MHz","3.9GHz-NR","N0041","0"
"NS-01365_1","R001940093","NS-01365_00001","NOKIA","1","NI_N39G廿日市桜尾_1","3.9G","62-100","6392482","100MHz","3.9GHz-NR","N0041","0"
"NS-01365_1","R001940093","NS-01365_00002","NOKIA","2","NI_N39G廿日市桜尾_2","3.9G","62-100","6392482","100MHz","3.9GHz-NR","N0041","0"
"NS-01365_1","R001940093","NS-01365_00003","NOKIA","3","NI_N39G廿日市桜尾_3","3.9G","62-100","6392482","100MHz","3.9GHz-NR","N0041","0"
"NS-01375_1","R001940106","NS-01375_00001","NOKIA","1","NI_N39G筋川_1","3.9G","63-006","6395007","100MHz","3.9GHz-NR","N0031","0"
"NS-01375_1","R001940106","NS-01375_00002","NOKIA","2","NI_N39G筋川_2","3.9G","63-006","6395007","100MHz","3.9GHz-NR","N0031","0"
"NS-01375_1","R001940106","NS-01375_00003","NOKIA","3","NI_N39G筋川_3","3.9G","63-006","6395007","100MHz","3.9GHz-NR","N0031","0"
"NS-01376_1","R001940107","NS-01376_00001","NOKIA","1","NI_N39G後田_1","3.9G","63-006","6395007","100MHz","3.9GHz-NR","N0031","0"
"NS-01376_1","R001940107","NS-01376_00002","NOKIA","2","NI_N39G後田_2","3.9G","63-006","6395007","100MHz","3.9GHz-NR","N0031","0"
"NS-01376_1","R001940107","NS-01376_00003","NOKIA","3","NI_39G後田_3","3.9G","63-006","6395007","100MHz","3.9GHz-NR","N0031","0"
"NS-01437_1","R001940071","NS-01437_00001","NOKIA","1","NI_N39G三次三次町_1","3.9G","62-085","6389225","100MHz","3.9GHz-NR","N0042","0"
"NS-01437_1","R001940071","NS-01437_00002","NOKIA","2","NI_N39G三次三次町_2","3.9G","62-085","6389225","100MHz","3.9GHz-NR","N0042","0"
"NS-01437_1","R001940071","NS-01437_00003","NOKIA","3","NI_N39G三次三次町_3","3.9G","62-085","6389225","100MHz","3.9GHz-NR","N0042","0"
"NS-01438_1","R001940091","NS-01438_00001","NOKIA","1","NI_N39G三次十日市西_1","3.9G","62-085","6392570","100MHz","3.9GHz-NR","N0051","0"
"NS-01438_1","R001940091","NS-01438_00002","NOKIA","2","NI_N39G三次十日市西_2","3.9G","62-085","6392570","100MHz","3.9GHz-NR","N0051","0"
"NS-01440_1","R001814010","NS-01440_00001","NOKIA","1","NI_N39G三次十日市_1","3.9G","62-085","6392474","100MHz","3.9GHz-NR","N0031","0"
"NS-01440_1","R001814010","NS-01440_00002","NOKIA","2","NI_N39G三次十日市_2","3.9G","62-085","6392474","100MHz","3.9GHz-NR","N0031","0"
"NS-01440_1","R001814010","NS-01440_00003","NOKIA","3","NI_N39G三次十日市_3","3.9G","62-085","6392474","100MHz","3.9GHz-NR","N0031","0"
"NS-01442_1","R001814060","NS-01442_00001","NOKIA","1","NI_N39G三次南畑敷町_1","3.9G","62-085","6392565","100MHz","3.9GHz-NR","N0041","0"
"NS-01442_1","R001814060","NS-01442_00002","NOKIA","2","NI_N39G三次南畑敷町_2","3.9G","62-085","6392565","100MHz","3.9GHz-NR","N0041","0"
"NS-01442_1","R001814060","NS-01442_00003","NOKIA","3","NI_N39G三次南畑敷町_3","3.9G","62-085","6392565","100MHz","3.9GHz-NR","N0041","0"
"NS-01465_1","R001910327","NS-01465_00001","NOKIA","1","NI_N39G倉敷石見町_1","3.9G","61-026","6392927","100MHz","3.9GHz-NR","N0102","0"
"NS-01465_1","R001910327","NS-01465_00002","NOKIA","2","NI_N39G倉敷石見町_2","3.9G","61-026","6392927","100MHz","3.9GHz-NR","N0102","0"
"NS-01465_1","R001910327","NS-01465_00003","NOKIA","3","NI_N39G倉敷石見町_3","3.9G","61-026","6392927","100MHz","3.9GHz-NR","N0102","0"
"NS-01553_1","R001814102","NS-01553_00001","NOKIA","1","NI_N39G広島松川_1","3.9G","62-009","6392735","100MHz","3.9GHz-NR","N0032","0"
"NS-01564_1","R001814113","NS-01564_00001","NOKIA","1","NI_N39G比治山_1","3.9G","62-009","6392735","100MHz","3.9GHz-NR","N0032","0"
"NS-01564_1","R001814113","NS-01564_00002","NOKIA","2","NI_N39G比治山_2","3.9G","62-009","6392735","100MHz","3.9GHz-NR","N0032","0"
"NS-01564_1","R001814113","NS-01564_00003","NOKIA","3","NI_N39G比治山_3","3.9G","62-009","6392735","100MHz","3.9GHz-NR","N0032","0"
"NS-01572_1","R001932382","NS-01572_00001","NOKIA","1","NI_N39G米子東福原Ｂ_1","3.9G","64-009","6392573","100MHz","3.9GHz-NR","N0101","0"
"NS-01572_1","R001932382","NS-01572_00002","NOKIA","2","NI_N39G米子東福原Ｂ_2","3.9G","64-009","6392573","100MHz","3.9GHz-NR","N0101","0"
"NS-01572_1","R001932382","NS-01572_00003","NOKIA","3","NI_N39G米子東福原Ｂ_3","3.9G","64-009","6392573","100MHz","3.9GHz-NR","N0101","0"
"NS-01574_1","R001913791","NS-01574_00001","NOKIA","1","NI_N39G福山元町_1","3.9G","62-216","6392587","100MHz","3.9GHz-NR","N0151","0"
"NS-01574_1","R001913791","NS-01574_00002","NOKIA","2","NI_N39G福山元町_2","3.9G","62-216","6392587","100MHz","3.9GHz-NR","N0151","0"
"NS-01574_1","R001913791","NS-01574_00003","NOKIA","3","NI_N39G福山元町_3","3.9G","62-216","6392587","100MHz","3.9GHz-NR","N0151","0"
"NS-01598_1","R001939751","NS-01598_00001","NOKIA","1","NI_N39G出雲高松町_1","3.9G","65-011","6392611","100MHz","3.9GHz-NR","N0041","0"
"NS-01599_1","R001939752","NS-01599_00001","NOKIA","1","NI_N39G出雲矢野町_1","3.9G","65-011","6392611","100MHz","3.9GHz-NR","N0041","0"
"NS-01668_1","R001940047","NS-01668_00001","NOKIA","1","NI_N39G広島草津南_1","3.9G","62-011","6392469","100MHz","3.9GHz-NR","N0042","0"
"NS-01668_1","R001940047","NS-01668_00002","NOKIA","2","NI_N39G広島草津南_2","3.9G","62-011","6392469","100MHz","3.9GHz-NR","N0042","0"
"NS-01668_1","R001940047","NS-01668_00003","NOKIA","3","NI_N39G広島草津南_3","3.9G","62-011","6392469","100MHz","3.9GHz-NR","N0042","0"
"NS-02238_1","R002024662","NS-02238_00001","","1","NI_N39G広島鈴が峰Ｂ_1","3.9G","62-011","","100MHz","3.9GHz-NR","","0"
"NS-02238_1","R002024662","NS-02238_00002","","2","NI_N39G広島鈴が峰Ｂ_2","3.9G","62-011","","100MHz","3.9GHz-NR","","0"
"NU-01067_1","R001665111","NU-01067_00001","NOKIA","1","NI_L34G三原宮浦_1","3.4G","62-049","6386265","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"NU-01067_1","R001665111","NU-01067_00001","","1","NI_N34G三原宮浦_1","3.4G","62-049","","40MHz","3.4GHz-NR","","0"
"NU-01067_1","R001665111","NU-01067_00002","NOKIA","2","NI_L34G三原宮浦_2","3.4G","62-049","6386265","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"NU-01067_1","R001665111","NU-01067_00002","","2","NI_N34G三原宮浦_2","3.4G","62-049","","40MHz","3.4GHz-NR","","0"
"NU-01067_1","R001665111","NU-01067_00003","NOKIA","3","NI_L34G三原宮浦_3","3.4G","62-049","6386265","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"NU-01067_1","R001665111","NU-01067_00003","","3","NI_N34G三原宮浦_3","3.4G","62-049","","40MHz","3.4GHz-NR","","0"
"NU-01094_1","R001814596","NU-01094_00001","NOKIA","1","NI_L34G下関市046W_1","3.4G","63-006","6401291","20MHz+20MHz","3.4GHz-LTE","N0021","0"
"NU-01094_1","R001814596","NU-01094_00001","","1","NI_N34G下関市046W_1","3.4G","63-006","","40MHz","3.4GHz-NR","","0"
"NU-01094_1","R001814596","NU-01094_00002","NOKIA","2","NI_L34G下関市046W_2","3.4G","63-006","6401291","20MHz+20MHz","3.4GHz-LTE","N0021","0"
"NU-01094_1","R001814596","NU-01094_00002","","2","NI_N34G下関市046W_2","3.4G","63-006","","40MHz","3.4GHz-NR","","0"
"NU-01096_1","R001814599","NU-01096_00001","NOKIA","1","NI_L34G戸坂千足_1","3.4G","62-006","","20MHz+20MHz","3.4GHz-LTE","","0"
"NU-01096_1","R001814599","NU-01096_00001","","1","NI_N34G戸坂千足_1","3.4G","62-006","","40MHz","3.4GHz-NR","","0"
"NU-01096_1","R001814599","NU-01096_00002","NOKIA","2","NI_L34G戸坂千足_2","3.4G","62-006","6377154","20MHz+20MHz","3.4GHz-LTE","N0012","0"
"NU-01096_1","R001814599","NU-01096_00002","","2","NI_N34G戸坂千足_2","3.4G","62-006","","40MHz","3.4GHz-NR","","0"
"NU-01096_1","R001814599","NU-01096_00003","NOKIA","3","NI_L34G戸坂千足_3","3.4G","62-006","6377154","20MHz+20MHz","3.4GHz-LTE","N0012","0"
"NU-01096_1","R001814599","NU-01096_00003","","3","NI_N34G戸坂千足_3","3.4G","62-006","","40MHz","3.4GHz-NR","","0"
"NU-01204_1","R001940582","NU-01204_00001","NOKIA","1","NI_L34G廿日市宮園_1","3.4G","62-102","6377245","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"NU-01204_1","R001940582","NU-01204_00001","","1","NI_N34G廿日市宮園_1","3.4G","62-102","","40MHz","3.4GHz-NR","","0"
"NU-01204_1","R001940582","NU-01204_00002","NOKIA","2","NI_L34G廿日市宮園_2","3.4G","62-102","6377245","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"NU-01204_1","R001940582","NU-01204_00003","NOKIA","3","NI_L34G廿日市宮園_3","3.4G","62-102","6377245","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"NU-01232_1","R001814634","NU-01232_00001","NOKIA","1","NI_L34G矢賀北_1","3.4G","62-007","6413703","20MHz+20MHz","3.4GHz-LTE","N0052","0"
"NU-01232_1","R001814634","NU-01232_00001","","1","NI_N34G矢賀北_1","3.4G","62-004","","40MHz","3.4GHz-NR","","0"
"NU-01232_1","R001814634","NU-01232_00002","NOKIA","2","NI_L34G矢賀北_2","3.4G","62-007","6413703","20MHz+20MHz","3.4GHz-LTE","N0052","0"
"NU-01232_1","R001814634","NU-01232_00002","","2","NI_N34G矢賀北_2","3.4G","62-004","","40MHz","3.4GHz-NR","","0"
"NU-01232_1","R001814634","NU-01232_00003","NOKIA","3","NI_L34G矢賀北_3","3.4G","62-007","6413703","20MHz+20MHz","3.4GHz-LTE","N0052","0"
"NU-01232_1","R001814634","NU-01232_00003","","3","NI_N34G矢賀北_3","3.4G","62-004","","40MHz","3.4GHz-NR","","0"
"NU-01336_1","R001814676","NU-01336_00001","NOKIA","1","NI_L34G広島高須_1","3.4G","62-012","6400978","20MHz+20MHz","3.4GHz-LTE","N0042","0"
"NU-01336_1","R001814676","NU-01336_00001","","1","NI_N34G広島高須_1","3.4G","62-012","","40MHz","3.4GHz-NR","","0"
"NU-01352_1","R001940638","NU-01352_00001","NOKIA","1","NI_L34G広島戸坂新町Ｂ_1","3.4G","62-006","6377156","20MHz+20MHz","3.4GHz-LTE","N0021","0"
"NU-01352_1","R001940638","NU-01352_00001","","1","NI_N34G広島戸坂新町Ｂ_1","3.4G","62-006","","40MHz","3.4GHz-NR","","0"
"NU-01419_1","R001814698","NU-01419_00001","NOKIA","1","NI_L34G下関上田中町_1","3.4G","63-006","6401290","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"NU-01419_1","R001814698","NU-01419_00001","","1","NI_N34G下関上田中町_1","3.4G","63-006","","40MHz","3.4GHz-NR","","0"
"NU-01439_1","R001814654","NU-01439_00001","NOKIA","1","NI_L34G米子上福原Ｂ_1","3.4G","64-009","6401215","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"NU-01439_1","R001814654","NU-01439_00001","","1","NI_N34G米子上福原Ｂ_1","3.4G","64-009","","40MHz","3.4GHz-NR","","0"
"NU-01445_1","R001814656","NU-01445_00001","NOKIA","1","NI_L34G出雲今市町北本町Ｂ_1","3.4G","65-011","6377220","20MHz+20MHz","3.4GHz-LTE","N0022","0"
"NU-01445_1","R001814656","NU-01445_00001","","1","NI_N34G出雲今市町北本町Ｂ_1","3.4G","65-011","","40MHz","3.4GHz-NR","","0"
"NU-01535_1","R001814615","NU-01535_00001","NOKIA","1","NI_L34G広島東山町_1","3.4G","62-009","6377257","20MHz+20MHz","3.4GHz-LTE","N0072","0"
"NU-01535_1","R001814615","NU-01535_00001","","1","NI_N34G広島東山町_1","3.4G","62-009","","40MHz","3.4GHz-NR","","0"
"NU-01571_1","R001940408","NU-01571_00001","NOKIA","1","NI_L34G米子夜見町Ｂ_1","3.4G","64-013","6377208","20MHz+20MHz","3.4GHz-LTE","N0021","0"
"NU-01571_1","R001940408","NU-01571_00001","","1","NI_N34G米子夜見町Ｂ_1","3.4G","64-013","","40MHz","3.4GHz-NR","","0"
"NU-01735_1","R001913893","NU-01735_00001","NOKIA","1","NI_L34G安芸府中柳ヶ丘_1","3.4G","62-007","6401032","20MHz+20MHz","3.4GHz-LTE","N0082","0"
"NU-01735_1","R001913893","NU-01735_00001","","1","NI_N34G安芸府中柳ヶ丘_1","3.4G","62-007","","40MHz","3.4GHz-NR","","0"
"NU-01735_1","R001913893","NU-01735_00002","NOKIA","2","NI_L34G安芸府中柳ヶ丘_2","3.4G","62-007","6401032","20MHz+20MHz","3.4GHz-LTE","N0082","0"
"NU-01735_1","R001913893","NU-01735_00002","","2","NI_N34G安芸府中柳ヶ丘_2","3.4G","62-007","","40MHz","3.4GHz-NR","","0"
"NU-01735_1","R001913893","NU-01735_00003","NOKIA","3","NI_L34G安芸府中柳ヶ丘_3","3.4G","62-007","6401032","20MHz+20MHz","3.4GHz-LTE","N0082","0"
"NU-01737_1","R001913895","NU-01737_00001","NOKIA","1","NI_L34G倉敷笹沖Ｃ_1","3.4G","61-026","6377310","20MHz+20MHz","3.4GHz-LTE","N0081","0"
"NU-01737_1","R001913895","NU-01737_00001","","1","NI_N34G倉敷笹沖Ｃ_1","3.4G","61-026","","40MHz","3.4GHz-NR","","0"
"NU-01738_1","R001913896","NU-01738_00001","NOKIA","1","NI_L34G倉敷翠松_1","3.4G","61-026","6377304","20MHz+20MHz","3.4GHz-LTE","N0052","0"
"NU-01738_1","R001913896","NU-01738_00001","","1","NI_N34G倉敷翠松_1","3.4G","61-026","","40MHz","3.4GHz-NR","","0"
"NU-01742_1","R001913900","NU-01742_00001","NOKIA","1","NI_L34G広島戸坂山崎町Ｂ_1","3.4G","62-006","6377159","20MHz+20MHz","3.4GHz-LTE","N0031","0"
"NU-01742_1","R001913900","NU-01742_00001","","1","NI_N34G広島戸坂山崎町Ｂ_1","3.4G","62-006","","40MHz","3.4GHz-NR","","0"
"NU-01742_1","R001913900","NU-01742_00002","NOKIA","2","NI_L34G広島戸坂山崎町Ｂ_2","3.4G","62-006","6377159","20MHz+20MHz","3.4GHz-LTE","N0031","0"
"NU-01742_1","R001913900","NU-01742_00002","","2","NI_N34G広島戸坂山崎町Ｂ_2","3.4G","62-006","","40MHz","3.4GHz-NR","","0"
"NU-01742_1","R001913900","NU-01742_00003","NOKIA","3","NI_L34G広島戸坂山崎町Ｂ_3","3.4G","62-006","6377159","20MHz+20MHz","3.4GHz-LTE","N0031","0"
"NU-01742_1","R001913900","NU-01742_00003","","3","NI_N34G広島戸坂山崎町Ｂ_3","3.4G","62-006","","40MHz","3.4GHz-NR","","0"
"NU-01745_1","R001913903","NU-01745_00001","NOKIA","1","NI_L34G畳谷_1","3.4G","62-004","6401059","20MHz+20MHz","3.4GHz-LTE","N0031","0"
"NU-01745_1","R001913903","NU-01745_00001","","1","NI_N34G畳谷_1","3.4G","62-004","","40MHz","3.4GHz-NR","","0"
"NU-01748_1","R001913905","NU-01748_00001","NOKIA","1","NI_L34G広島草津南_1","3.4G","62-011","6400994","20MHz+20MHz","3.4GHz-LTE","N0032","0"
"NU-01748_1","R001913905","NU-01748_00001","","1","NI_N34G広島草津南_1","3.4G","62-011","","40MHz","3.4GHz-NR","","0"
"NU-01751_1","R001913908","NU-01751_00001","NOKIA","1","NI_L34G広島井口鈴が台Ｂ_1","3.4G","62-011","6400994","20MHz+20MHz","3.4GHz-LTE","N0032","0"
"NU-01751_1","R001913908","NU-01751_00001","","1","NI_N34G広島井口鈴が台Ｂ_1","3.4G","62-011","","40MHz","3.4GHz-NR","","0"
"NU-01804_1","R001939296","NU-01804_00001","NOKIA","1","NI_L34G広島光町西_1","3.4G","62-009","6377164","20MHz+20MHz","3.4GHz-LTE","N0051","0"
"NU-01804_1","R001939296","NU-01804_00001","","1","NI_N34G広島光町西_1","3.4G","62-009","","40MHz","3.4GHz-NR","","0"
"NU-01804_1","R001939296","NU-01804_00002","NOKIA","2","NI_L34G広島光町西_2","3.4G","62-009","6377164","20MHz+20MHz","3.4GHz-LTE","N0051","0"
"NU-01804_1","R001939296","NU-01804_00002","","2","NI_N34G広島光町西_2","3.4G","62-009","6377164","40MHz","3.4GHz-NR","N0051","0"
"NU-01804_1","R001939296","NU-01804_00003","NOKIA","3","NI_L34G広島光町西_3","3.4G","62-009","6377164","20MHz+20MHz","3.4GHz-LTE","N0051","0"
"NU-01804_1","R001939296","NU-01804_00003","","3","NI_N34G広島光町西_3","3.4G","62-009","6377164","40MHz","3.4GHz-NR","N0051","0"
"NU-01988_1","R001982552","NU-01988_00001","NOKIA","1","NI_L34G広島吉島新町北_1","3.4G","62-212","6377122","20MHz+20MHz","3.4GHz-LTE","N0082","0"
"NU-01988_1","R001982552","NU-01988_00001","","1","NI_N34G広島吉島新町北_1","3.4G","62-212","6377122","40MHz","3.4GHz-NR","N0082","0"
"NU-01988_1","R001982552","NU-01988_00002","NOKIA","2","NI_L34G広島吉島新町北_2","3.4G","62-212","6377122","20MHz+20MHz","3.4GHz-LTE","N0082","0"
"NU-01988_1","R001982552","NU-01988_00002","","2","NI_N34G広島吉島新町北_2","3.4G","62-212","6377122","40MHz","3.4GHz-NR","N0082","0"
"NU-02233_1","R002024677","NU-02233_00001","","1","NI_L34G広島鈴が峰Ｂ_1","3.4G","62-011","","20MHz+20MHz","3.4GHz-LTE","","0"
"NU-02233_1","R002024677","NU-02233_00001","","1","NI_N34G広島鈴が峰Ｂ_1","3.4G","62-011","","40MHz","3.4GHz-NR","","0"
"NU-02233_1","R002024677","NU-02233_00002","","2","NI_L34G広島鈴が峰Ｂ_2","3.4G","62-011","","20MHz+20MHz","3.4GHz-LTE","","0"
"NU-02233_1","R002024677","NU-02233_00002","","2","NI_N34G広島鈴が峰Ｂ_2","3.4G","62-011","","40MHz","3.4GHz-NR","","0"
"NX-07110_1","R001814423","NX-07110_00001","NOKIA","1","NI_L7M広島庚午北_1","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07110_1","R001814423","NX-07110_00002","NOKIA","2","NI_L7M広島庚午北_2","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07110_1","R001814423","NX-07110_00003","NOKIA","3","NI_L7M広島庚午北_3","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07111_1","R001814424","NX-07111_00001","NOKIA","1","NI_L7M広島己斐本町_1","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07111_1","R001814424","NX-07111_00002","NOKIA","2","NI_L7M広島己斐本町_2","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07111_1","R001814424","NX-07111_00003","NOKIA","3","NI_L7M広島己斐本町_3","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07123_1","R001814430","NX-07123_00001","NOKIA","1","NI_L7M広島庚午中_1","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07123_1","R001814430","NX-07123_00002","NOKIA","2","NI_L7M広島庚午中_2","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07123_1","R001814430","NX-07123_00003","NOKIA","3","NI_L7M広島庚午中_3","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07159_1","R001814453","NX-07159_00001","NOKIA","1","NI_L7M福山山手町_1","700M","62-067","6361486","10MHz","700MHz-LTE","N0011","0"
"NX-07159_1","R001814453","NX-07159_00002","NOKIA","2","NI_L7M福山山手町_2","700M","62-067","6361486","10MHz","700MHz-LTE","N0011","0"
"NX-07159_1","R001814453","NX-07159_00003","NOKIA","3","NI_L7M福山山手町_3","700M","62-067","6361486","10MHz","700MHz-LTE","N0011","0"
"NX-07188_1","R001814522","NX-07188_00001","NOKIA","1","NI_L7M広島高須台_1","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07198_1","R001814557","NX-07198_00001","NOKIA","1","NI_L7M己斐西_1","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07198_1","R001814557","NX-07198_00002","NOKIA","2","NI_L7M己斐西_2","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07198_1","R001814557","NX-07198_00003","NOKIA","3","NI_L7M己斐西_3","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-07290_1","R001814498","NX-07290_00001","NOKIA","1","NI_L7M倉敷笹沖_1","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-07290_1","R001814498","NX-07290_00002","NOKIA","2","NI_L7M倉敷笹沖_2","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-07290_1","R001814498","NX-07290_00003","NOKIA","3","NI_L7M倉敷笹沖_3","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-07307_1","R001814550","NX-07307_00001","NOKIA","1","NI_L7M岡山高松原古才_1","700M","61-020","6361509","10MHz","700MHz-LTE","N0011","0"
"NX-07307_1","R001814550","NX-07307_00002","NOKIA","2","NX-07307_1_LTE_D002059411_11_2","700M","61-020","6361509","10MHz","700MHz-LTE","N0011","0"
"NX-07307_1","R001814550","NX-07307_00003","NOKIA","3","NX-07307_1_LTE_D002059411_11_3","700M","61-020","6361509","10MHz","700MHz-LTE","N0011","0"
"NX-07323_1","R001826708","NX-07323_00001","NOKIA","1","NI_L7M倉敷石見町_1","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-07323_1","R001826708","NX-07323_00002","NOKIA","2","NI_L7M倉敷石見町_2","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-07323_1","R001826708","NX-07323_00003","NOKIA","3","NI_L7M倉敷石見町_3","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-07523_1","R001814480","NX-07523_00001","NOKIA","1","NI_L7M下関長府八幡町_1","700M","63-004","6361629","10MHz","700MHz-LTE","N0011","0"
"NX-07523_1","R001814480","NX-07523_00002","NOKIA","2","NI_L7M下関長府八幡町_2","700M","63-004","6361629","10MHz","700MHz-LTE","N0011","0"
"NX-07523_1","R001814480","NX-07523_00003","NOKIA","3","NI_L7M下関長府八幡町_3","700M","63-004","6361629","10MHz","700MHz-LTE","N0011","0"
"NX-07555_1","R001814529","NX-07555_00001","NOKIA","1","NI_L7M新垢田_1","700M","63-005","6345854","10MHz","700MHz-LTE","N0011","0"
"NX-07555_1","R001814529","NX-07555_00002","NOKIA","2","NI_L7M新垢田_2","700M","63-005","6345854","10MHz","700MHz-LTE","N0011","0"
"NX-07555_1","R001814529","NX-07555_00003","NOKIA","3","NI_L7M新垢田_3","700M","63-005","6345854","10MHz","700MHz-LTE","N0011","0"
"NX-07723_1","R001814779","NX-07723_00001","NOKIA","1","NI_L7M出雲塩冶町_1","700M","65-011","6242894","10MHz","700MHz-LTE","N0011","0"
"NX-07723_1","R001814779","NX-07723_00002","NOKIA","2","NI_L7M出雲塩冶町_2","700M","65-011","6242894","10MHz","700MHz-LTE","N0011","0"
"NX-07723_1","R001814779","NX-07723_00003","NOKIA","3","NI_L7M出雲塩冶町_3","700M","65-011","6242894","10MHz","700MHz-LTE","N0011","0"
"NX-07826_1","R001814543","NX-07826_00001","NOKIA","1","NI_L7M米子安倍_1","700M","64-013","6361616","10MHz","700MHz-LTE","N0011","0"
"NX-07826_1","R001814543","NX-07826_00002","NOKIA","2","NI_L7M米子安倍_2","700M","64-013","6361616","10MHz","700MHz-LTE","N0011","0"
"NX-07826_1","R001814543","NX-07826_00003","NOKIA","3","NI_L7M米子安倍_3","700M","64-013","6361616","10MHz","700MHz-LTE","N0011","0"
"NX-07833_1","R001814505","NX-07833_00001","NOKIA","1","NI_L7M境港元町_1","700M","64-017","6361635","10MHz","700MHz-LTE","N0011","0"
"NX-07833_1","R001814505","NX-07833_00002","NOKIA","2","NI_L7M境港元町_2","700M","64-017","6361635","10MHz","700MHz-LTE","N0011","0"
"NX-07833_1","R001814505","NX-07833_00003","NOKIA","3","NI_L7M境港元町_3","700M","64-017","6361635","10MHz","700MHz-LTE","N0011","0"
