"設置位置ID","オーダーID","セクタ管理番号","ベンダー","ANT_NO","Transmitter_Name","RAN種別","BBT_CODE_加入DFGC","作業番号","帯域","BAND","BBU_sys","GPSフラグ"
"QG-00739","R001997846","GPS","","1","GPS小倉北昭和町","XGM","87-009","","","GPS","BC02","1"
"QG-00740","R002009336","GPS","","1","GPS佐世保赤崎Ｄ","XGM","86-017","","","GPS","BC02","1"
"QG-00741","R002016207","GPS","","1","GPSうるまみどり町","XGM","91-006","","","GPS","BC01","1"
"QG-00742","R002025738","GPS","","1","GPS熊本御領","SGM","82-169","","","GPS","FC-02","1"
"QG-00743","R002032740","GPS","","1","GPS北野金島","XGM","87-112","","","GPS","BC01","1"
"QG-00744","R002034252","GPS","","1","GPS小倉中曽根","XGM","87-013","","","GPS","BC02","1"
"QG-00745","R002034275","GPS","","1","GPS隼人","XGM","84-162","","","GPS","BC01","1"
"RG-00003","R001670054","GPS","","1","ＧＰＳ粟崎","XGM","23-008","","","GPS","BC01","1"
"RG-00004","R001670055","GPS","","1","ＧＰＳ内灘千鳥台","XGM","23-008","","","GPS","BC02","1"
"RG-00005","R001670056","GPS","","1","ＧＰＳ石川羽咋02W","XGM","23-038","","","GPS","BC01","1"
"RG-00006","R001670057","GPS","","1","ＧＰＳ羽咋大町","XGM","23-038","","","GPS","BC02","1"
"RG-00007","R001670058","GPS","","1","ＧＰＳ富山11W","XGM","24-046","","","GPS","BC01","1"
"RG-00008","R001670059","GPS","","1","ＧＰＳ富山福島","XGM","24-046","","","GPS","BC02","1"
"RG-00009","R001670060","GPS","","1","ＧＰＳ金沢馬替","XGM","23-006","","","GPS","BC01","1"
"RG-00010","R001670061","GPS","","1","ＧＰＳ金沢大額","XGM","23-006","","","GPS","BC02","1"
"RG-00011","R001670062","GPS","","1","ＧＰＳ坂井上新庄","XGM","25-051","","","GPS","BC01","1"
"RG-00013","R001670064","GPS","","1","ＧＰＳ魚津","XGM","24-016","","","GPS","BC01","1"
"RG-00014","R001670065","GPS","","1","ＧＰＳ横枕","XGM","24-016","","","GPS","BC02","1"
"RG-00015","R001670066","GPS","","1","ＧＰＳ専光寺","XGM","23-003","","","GPS","BC01","1"
"RG-00016","R001670067","GPS","","1","ＧＰＳ金石北","XGM","23-003","","","GPS","BC02","1"
"RG-00017","R001670068","GPS","","1","ＧＰＳ田上本町","XGM","23-001","","","GPS","BC01","1"
"RG-00018","R001670069","GPS","","1","ＧＰＳ鈴見台","XGM","23-001","","","GPS","BC02","1"
"RG-00019","R001670070","GPS","","1","ＧＰＳ金沢八田","XGM","23-007","","","GPS","BC01","1"
"RG-00020","R001670071","GPS","","1","ＧＰＳ森本西","XGM","23-007","","","GPS","BC02","1"
"RG-00021","R001670072","GPS","","1","ＧＰＳみどり","XGM","23-050","","","GPS","BC02","1"
"RG-00027","R001670078","GPS","","1","ＧＰＳ富山高岡09W","XGM","24-013","","","GPS","BC01","1"
"RG-00028","R001670079","GPS","","1","ＧＰＳ高岡戸出町","XGM","24-013","","","GPS","BC02","1"
"RG-00029","R001670080","GPS","","1","ＧＰＳ新呉羽北","XGM","24-005","","","GPS","BC01","1"
"RG-00030","R001670081","GPS","","1","ＧＰＳ富山三熊","XGM","24-005","","","GPS","BC02","1"
"RG-00031","R001670082","GPS","","1","ＧＰＳ高岡早川","XGM","24-009","","","GPS","BC01","1"
"RG-00032","R001670083","GPS","","1","ＧＰＳ高岡二上町","XGM","24-009","","","GPS","BC02","1"
"RG-00033","R001670084","GPS","","1","ＧＰＳ富山高岡38W","XGM","24-010","","","GPS","BC01","1"
"RG-00034","R001670085","GPS","","1","ＧＰＳ伏木矢田","XGM","24-010","","","GPS","BC02","1"
"RG-00035","R001670086","GPS","","1","ＧＰＳ富山黒部04W","XGM","24-028","","","GPS","BC01","1"
"RG-00036","R001670087","GPS","","1","ＧＰＳ黒部吉田","XGM","24-028","","","GPS","BC02","1"
"RG-00037","R001670088","GPS","","1","ＧＰＳ能美大浜町","XGM","23-045","","","GPS","BC01","1"
"RG-00038","R001670089","GPS","","1","ＧＰＳ根上","XGM","23-045","","","GPS","BC02","1"
"RG-00040","R001670091","GPS","","1","ＧＰＳ医王山","XGM","23-009","","","GPS","BC02","1"
"RG-00042","R001670093","GPS","","1","ＧＰＳ鯖江石田下町","XGM","25-035","","","GPS","BC02","1"
"RG-00043","R001670094","GPS","","1","ＧＰＳ加賀山代温泉北部","XGM","23-036","","","GPS","BC01","1"
"RG-00045","R001670096","GPS","","1","ＧＰＳ寺井末信","XGM","23-046","","","GPS","BC01","1"
"RG-00047","R001670098","GPS","","1","ＧＰＳ七尾","XGM","23-012","","","GPS","BC01","1"
"RG-00048","R001670099","GPS","","1","ＧＰＳ七尾三島町","XGM","23-012","","","GPS","BC02","1"
"RG-00049","R001670100","GPS","","1","ＧＰＳ春江","XGM","25-052","","","GPS","BC02","1"
"RG-00050","R001670101","GPS","","1","ＧＰＳ春江中庄","XGM","25-052","","","GPS","BC01","1"
"RG-00051","R001670612","GPS","","1","ＧＰＳ射水三ケ","XGM","24-053","","","GPS","BC01","1"
"RG-00052","R001670613","GPS","","1","ＧＰＳ小杉","XGM","24-053","","","GPS","BC02","1"
"RG-00053","R001670614","GPS","","1","ＧＰＳ小矢部","XGM","24-032","","","GPS","BC01","1"
"RG-00054","R001670615","GPS","","1","ＧＰＳ富山小矢部02W","XGM","24-032","","","GPS","BC02","1"
"RG-00055","R001670616","GPS","","1","ＧＰＳ松任","XGM","23-042","","","GPS","BC01","1"
"RG-00056","R001670617","GPS","","1","ＧＰＳ白山横江","XGM","23-042","","","GPS","BC02","1"
"RG-00057","R001670618","GPS","","1","ＧＰＳ富山114W","XGM","24-036","","","GPS","BC01","1"
"RG-00058","R001670619","GPS","","1","ＧＰＳ月岡東","XGM","24-036","","","GPS","BC02","1"
"RG-00059","R001670620","GPS","","1","ＧＰＳ月岡南","XGM","24-004","","","GPS","BC01","1"
"RG-00060","R001670621","GPS","","1","ＧＰＳ富山99W","XGM","24-004","","","GPS","BC02","1"
"RG-00061","R001670622","GPS","","1","ＧＰＳ加賀作見","XGM","23-034","","","GPS","BC01","1"
"RG-00062","R001670623","GPS","","1","ＧＰＳ石川加賀13W","XGM","23-034","","","GPS","BC02","1"
"RG-00063","R001670624","GPS","","1","ＧＰＳ外日角南","XGM","23-060","","","GPS","BC01","1"
"RG-00065","R001670626","GPS","","1","ＧＰＳかほく二ツ屋","XGM","23-058","","","GPS","BC01","1"
"RG-00066","R001670627","GPS","","1","ＧＰＳ石川かほく04W","XGM","23-058","","","GPS","BC02","1"
"RG-00067","R001670628","GPS","","1","ＧＰＳ小松白江","XGM","23-017","","","GPS","BC01","1"
"RG-00068","R001670629","GPS","","1","ＧＰＳ小松白江町","XGM","23-017","","","GPS","BC02","1"
"RG-00069","R001670630","GPS","","1","ＧＰＳ射水戸破","XGM","24-054","","","GPS","BC01","1"
"RG-00070","R001670631","GPS","","1","ＧＰＳ射水浄土寺","XGM","24-054","","","GPS","BC02","1"
"RG-00071","R001670632","GPS","","1","ＧＰＳ富山123W","XGM","24-035","","","GPS","BC01","1"
"RG-00072","R001670633","GPS","","1","ＧＰＳ上大久保","XGM","24-035","","","GPS","BC02","1"
"RG-00073","R001962896","GPS","","1","ＧＰＳ射水若杉","SGM","24-055","","","GPS","FC-01","1"
"RG-00075","R001670636","GPS","","1","ＧＰＳ能美上開発","XGM","23-047","","","GPS","BC01","1"
"RG-00077","R001670638","GPS","","1","ＧＰＳ津幡北中条","XGM","23-095","","","GPS","BC01","1"
"RG-00078","R001670639","GPS","","1","ＧＰＳ津幡","XGM","23-095","","","GPS","BC02","1"
"RG-00079","R001670640","GPS","","1","ＧＰＳ河内","XGM","23-049","","","GPS","BC01","1"
"RG-00081","R001670642","GPS","","1","ＧＰＳ福井敦賀09W","XGM","25-016","","","GPS","BC01","1"
"RG-00082","R001670643","GPS","","1","ＧＰＳ敦賀鉄輪町","XGM","25-016","","","GPS","BC02","1"
"RG-00085","R001670646","GPS","","1","ＧＰＳ金沢間明町","XGM","23-005","","","GPS","BC01","1"
"RG-00087","R001670648","GPS","","1","ＧＰＳ富山入善03W","XGM","24-042","","","GPS","BC01","1"
"RG-00088","R001670649","GPS","","1","ＧＰＳ入善上野","XGM","24-042","","","GPS","BC02","1"
"RG-00089","R001670650","GPS","","1","ＧＰＳ美川","XGM","23-048","","","GPS","BC01","1"
"RG-00091","R001670652","GPS","","1","ＧＰＳ富山氷見05W","XGM","24-071","","","GPS","BC01","1"
"RG-00092","R001670653","GPS","","1","ＧＰＳ氷見地蔵町","XGM","24-071","","","GPS","BC02","1"
"RG-00093","R001670654","GPS","","1","ＧＰＳ婦中","XGM","24-048","","","GPS","BC01","1"
"RG-00094","R001670655","GPS","","1","ＧＰＳ富山婦中町宮ケ島","XGM","24-048","","","GPS","BC02","1"
"RG-00095","R001670656","GPS","","1","ＧＰＳ富山五艘","XGM","24-001","","","GPS","BC01","1"
"RG-00096","R001670657","GPS","","1","ＧＰＳ富山牛島本町","XGM","24-001","","","GPS","BC02","1"
"RG-00097","R001670658","GPS","","1","ＧＰＳ富山滑川01W","XGM","24-025","","","GPS","BC01","1"
"RG-00098","R001670659","GPS","","1","ＧＰＳ富山滑川02W","XGM","24-025","","","GPS","BC02","1"
"RG-00099","R001670660","GPS","","1","ＧＰＳ浜黒崎","XGM","24-007","","","GPS","BC01","1"
"RG-00100","R001670661","GPS","","1","ＧＰＳ岩瀬東","XGM","24-007","","","GPS","BC02","1"
"RG-00101","R001670662","GPS","","1","ＧＰＳ婦中小長沢","XGM","24-049","","","GPS","BC01","1"
"RG-00102","R001670663","GPS","","1","ＧＰＳ富山12W","XGM","24-049","","","GPS","BC02","1"
"RG-00103","R001670664","GPS","","1","ＧＰＳ水橋北","XGM","24-006","","","GPS","BC02","1"
"RG-00104","R001670665","GPS","","1","ＧＰＳ水橋鏡田","XGM","24-006","","","GPS","BC01","1"
"RG-00105","R001670666","GPS","","1","ＧＰＳ流杉","XGM","24-002","","","GPS","BC01","1"
"RG-00106","R001670667","GPS","","1","ＧＰＳ中川原","XGM","24-002","","","GPS","BC02","1"
"RG-00107","R001670668","GPS","","1","ＧＰＳ富山南砺16W","XGM","24-064","","","GPS","BC01","1"
"RG-00108","R001670669","GPS","","1","ＧＰＳ南砺天池","XGM","24-064","","","GPS","BC02","1"
"RG-00111","R001670672","GPS","","1","ＧＰＳ向新庄","XGM","24-008","","","GPS","BC01","1"
"RG-00112","R001670673","GPS","","1","ＧＰＳ金泉寺","XGM","24-008","","","GPS","BC02","1"
"RG-00113","R001670674","GPS","","1","ＧＰＳ海老江","XGM","24-039","","","GPS","BC01","1"
"RG-00114","R001670675","GPS","","1","ＧＰＳ立山利田","XGM","24-039","","","GPS","BC02","1"
"RG-00115","R001670676","GPS","","1","ＧＰＳ小松蓑輪","XGM","23-018","","","GPS","BC01","1"
"RG-00116","R001670677","GPS","","1","ＧＰＳ小松矢崎町","XGM","23-018","","","GPS","BC02","1"
"RG-00117","R001670678","GPS","","1","ＧＰＳ福井越前05W","XGM","25-020","","","GPS","BC01","1"
"RG-00118","R001670679","GPS","","1","ＧＰＳ福井越前13W","XGM","25-020","","","GPS","BC02","1"
"RG-00119","R001670680","GPS","","1","ＧＰＳ新田塚","XGM","25-001","","","GPS","BC01","1"
"RG-00121","R001670682","GPS","","1","ＧＰＳ三国滝谷","XGM","25-045","","","GPS","BC01","1"
"RG-00122","R001670683","GPS","","1","ＧＰＳ坂井三国宿","XGM","25-045","","","GPS","BC02","1"
"RG-00125","R001670686","GPS","","1","ＧＰＳ小浜飯盛","XGM","25-023","","","GPS","BC01","1"
"RG-00126","R001670687","GPS","","1","ＧＰＳ西津東","XGM","25-023","","","GPS","BC02","1"
"RG-00128","R001670689","GPS","","1","ＧＰＳ下合月","XGM","25-041","","","GPS","BC02","1"
"RG-00130","R001962897","GPS","","1","ＧＰＳ上野本町新","SGM","25-006","","","GPS","FC-01","1"
"RG-00131","R001670692","GPS","","1","ＧＰＳ中津川","XGM","25-029","","","GPS","BC01","1"
"RG-00133","R001670694","GPS","","1","ＧＰＳ福井高柳町","XGM","25-002","","","GPS","BC02","1"
"RG-00134","R001670695","GPS","","1","ＧＰＳ開発","XGM","25-002","","","GPS","BC01","1"
"RG-00135","R001670696","GPS","","1","ＧＰＳ月見","XGM","25-003","","","GPS","BC01","1"
"RG-00137","R001670698","GPS","","1","ＧＰＳ富山南砺11W","XGM","24-063","","","GPS","BC01","1"
"RG-00138","R001670699","GPS","","1","ＧＰＳ富山南砺17W","XGM","24-063","","","GPS","BC02","1"
"RG-00139","R001670700","GPS","","1","ＧＰＳ加賀分校","XGM","23-035","","","GPS","BC01","1"
"RG-00140","R001670701","GPS","","1","ＧＰＳ加賀動橋","XGM","23-035","","","GPS","BC02","1"
"RG-00141","R001670702","GPS","","1","ＧＰＳ射水堀岡古明神","XGM","24-015","","","GPS","BC01","1"
"RG-00142","R001670703","GPS","","1","ＧＰＳ射水加茂","XGM","24-015","","","GPS","BC02","1"
"RG-00143","R001670704","GPS","","1","ＧＰＳ金沢浅野本町","XGM","23-002","","","GPS","BC01","1"
"RG-00144","R001670705","GPS","","1","ＧＰＳ金沢森山","XGM","23-002","","","GPS","BC02","1"
"RG-00145","R001670706","GPS","","1","ＧＰＳ新八日市西","XGM","23-051","","","GPS","BC01","1"
"RG-00146","R001670707","GPS","","1","ＧＰＳ野々市横宮町","XGM","23-051","","","GPS","BC02","1"
"RG-00147","R001670708","GPS","","1","ＧＰＳ富山今市","XGM","24-003","","","GPS","BC01","1"
"RG-00148","R001670709","GPS","","1","ＧＰＳ四方東","XGM","24-003","","","GPS","BC02","1"
"RG-00149","R001670710","GPS","","1","ＧＰＳ砺波太田","XGM","24-030","","","GPS","BC01","1"
"RG-00150","R001670711","GPS","","1","ＧＰＳ富山砺波08W","XGM","24-030","","","GPS","BC02","1"
"RG-00151","R001722006","GPS","","1","ＧＰＳ宇谷","XGM","23-036","","","GPS","BC02","1"
"RG-00153","R001722007","GPS","","1","ＧＰＳ外日角","XGM","23-060","","","GPS","BC02","1"
"RG-00155","R001722009","GPS","","1","ＧＰＳ金沢別所","XGM","23-004","","","GPS","BC01","1"
"RG-00156","R001722010","GPS","","1","ＧＰＳ石川金沢１７Ｗ","XGM","23-050","","","GPS","BC01","1"
"RG-00157","R001722011","GPS","","1","ＧＰＳ吉野北","XGM","25-041","","","GPS","BC01","1"
"RG-00161","R001728099","GPS","","1","ＧＰＳ金沢高畠","XGM","23-005","","","GPS","BC02","1"
"RG-00162","R001747449","GPS","","1","GPS石川白山０５W","XGM","23-049","","","GPS","BC02","1"
"RG-00163","R001762579","GPS","","1","ＧＰＳ大野新庄","XGM","25-029","","","GPS","BC02","1"
"RG-00164","R001786382","GPS","","1","ＧＰＳ福井松本","XGM","25-001","","","GPS","BC02","1"
"RG-00166","R001829206","GPS","","1","GPS石丸","XGM","24-014","","","GPS","BC01","1"
"RG-00169","R001954213","GPS","","1","ＧＰＳ上市","SGM","24-038","","","GPS","FC-01","1"
"RG-00170","R001954214","GPS","","1","ＧＰＳ輪島河井町Ｂ","SGM","23-024","","","GPS","FC-01","1"
"RG-00171","R001954215","GPS","","1","ＧＰＳ石川輪島０２Ｗ","SGM","23-024","","","GPS","FC-02","1"
"RG-00172","R001954216","GPS","","1","ＧＰＳ山中","SGM","23-044","","","GPS","FC-01","1"
"RG-00173","R001954217","GPS","","1","ＧＰＳ加賀山中温泉湯の出町","SGM","23-044","","","GPS","FC-02","1"
"RG-00174","R001954218","GPS","","1","ＧＰＳ志賀末吉","SGM","23-068","","","GPS","FC-01","1"
"RG-00176","R001955260","GPS","","1","ＧＰＳ能登崎山","SGM","23-089","","","GPS","FC-01","1"
"RG-00177","R001955261","GPS","","1","ＧＰＳ宇出津","SGM","23-089","","","GPS","FC-02","1"
"RG-00178","R001955262","GPS","","1","ＧＰＳ福井福井市第９６","SGM","25-006","","","GPS","FC-02","1"
"RG-00179","R001955263","GPS","","1","ＧＰＳ福井風巻町","SGM","25-065","","","GPS","FC-01","1"
"RG-00180","R001955264","GPS","","1","ＧＰＳ清水西","SGM","25-065","","","GPS","FC-02","1"
"RG-00182","R001978136","GPS","","1","ＧＰＳ上市北島","SGM","24-038","","","GPS","FC-02","1"
"RG-00186","R002024116","GPS","","1","ＧＰＳ福井板垣","XGM","25-003","","","GPS","BC02","1"
"SG-01051","R001723340","GPS","","1","ＧＰＳ徳島市０３８Ｗ(仮）","XGM","54-002","","","GPS","BC01","1"
"SG-01058","R001723330","GPS","","1","ＧＰＳ鳴門里浦町里浦","XGM","54-012","","","GPS","BC01","1"
"SG-01060","R001723333","GPS","","1","ＧＰＳ北島鯛浜(仮）","SGM","54-014","","","GPS","FC-01","1"
"SG-01061","R001723334","GPS","","1","ＧＰＳ小松島田浦","XGM","54-018","","","GPS","BC01","1"
"SG-01062","R001723335","GPS","","1","ＧＰＳ小松島中田町","XGM","54-018","","","GPS","BC02","1"
"SG-01063","R001723336","GPS","","1","ＧＰＳ小松島櫛渕","XGM","54-019","","","GPS","BC01","1"
"SG-01064","R001723337","GPS","","1","ＧＰＳ小松島坂野町","XGM","54-019","","","GPS","BC02","1"
"SG-01065","R001723338","GPS","","1","ＧＰＳ阿南羽坂","XGM","54-020","","","GPS","BC01","1"
"SG-01066","R001723339","GPS","","1","ＧＰＳ阿南西路見町","XGM","54-020","","","GPS","BC02","1"
"SG-01068","R001723355","GPS","","1","ＧＰＳ石井高原(仮）","","54-011","","","GPS","BC02","1"
"SG-01069","R001723356","GPS","","1","ＧＰＳ藍住徳命(仮）","","54-053","","","GPS","BC01","1"
"SG-01070","R001723362","GPS","","1","ＧＰＳ板野徳命(仮）","","54-053","","","GPS","BC02","1"
"SG-01071","R001723363","GPS","","1","ＧＰＳ板野大坂(仮）","","54-054","","","GPS","BC01","1"
"SG-01072","R001723380","GPS","","1","ＧＰＳ板野松谷(仮）","","54-054","","","GPS","BC02","1"
"SG-01073","R001723364","GPS","","1","ＧＰＳ吉野川飯尾","XGM","54-060","","","GPS","BC01","1"
"SG-01075","R001723366","GPS","","1","ＧＰＳ川島(仮）","","54-061","","","GPS","BC01","1"
"SG-01078","R001723369","GPS","","1","ＧＰＳ徳島元町","XGM","54-086","","","GPS","BC01","1"
"SG-01080","R001725767","GPS","","1","ＧＰＳ徳島八万町","XGM","54-004","","","GPS","BC02","1"
"SG-01082","R001743062","GPS","","1","ＧＰＳ応神古川（仮）","XGM","54-003","","","GPS","BC01","1"
"SG-01085","R001752135","GPS","","1","ＧＰＳ名西石井高川原（仮）","","54-031","","","GPS","BC01","1"
"SG-01086","R001782988","GPS","","1","ＧＰＳ徳島新町橋","XGM","54-086","","","GPS","BC02","1"
"SG-01087","R001792176","GPS","","1","ＧＰＳ徳島徳島市第６９（仮）","XGM","54-008","","","GPS","BC02","1"
"SG-01088","R001792177","GPS","","1","ＧＰＳ徳島国府西","XGM","54-008","","","GPS","BC01","1"
"SG-01090","R001792179","GPS","","1","ＧＰＳ徳島北佐古一番町（仮）","XGM","54-011","","","GPS","BC02","1"
"SG-01091","R001792240","GPS","","1","ＧＰＳ徳島徳島市第３９（仮）","XGM","54-002","","","GPS","BC02","1"
"SG-01092","R001792241","GPS","","1","ＧＰＳ鳴門南浜","XGM","54-012","","","GPS","BC02","1"
"SG-01093","R001907534","GPS","","1","ＧＰＳ徳島南田宮西","XGM","54-011","","","GPS","BC01","1"
"SG-01095","R001935881","GPS","","1","ＧＰＳ徳島八万","XGM","54-004","","","GPS","BC01","1"
"SG-01096","R001935882","GPS","","1","ＧＰＳ吉野川市００１Ｗ","XGM","54-060","","","GPS","BC02","1"
"SG-02042","R001664209","GPS","","1","ＧＰＳ西条大保木(仮）","","51-032","","","GPS","BC02","1"
"SG-02059","R001723175","GPS","","1","ＧＰＳ高松市０５６Ｗ","XGM","52-002","","","GPS","BC02","1"
"SG-02063","R001723190","GPS","","1","ＧＰＳ高松新田町乙","XGM","52-004","","","GPS","BC02","1"
"SG-02066","R001723202","GPS","","1","ＧＰＳ高松成合町","XGM","52-006","","","GPS","BC01","1"
"SG-02067","R001723203","GPS","","1","ＧＰＳ高松市０５８Ｗ(仮）","","52-006","","","GPS","BC02","1"
"SG-02068","R001723195","GPS","","1","ＧＰＳ高松元山町","SGM","52-007","","","GPS","FC-01","1"
"SG-02070","R001723199","GPS","","1","ＧＰＳ高松多肥上町","XGM","52-011","","","GPS","BC01","1"
"SG-02071","R001723220","GPS","","1","ＧＰＳ三谷馬山","XGM","52-011","","","GPS","BC02","1"
"SG-02072","R001723221","GPS","","1","ＧＰＳ丸亀津森町","XGM","52-012","","","GPS","BC01","1"
"SG-02073","R001723207","GPS","","1","ＧＰＳ丸亀新町","XGM","52-012","","","GPS","BC02","1"
"SG-02074","R001723224","GPS","","1","ＧＰＳ丸亀郡家町","XGM","52-013","","","GPS","BC01","1"
"SG-02075","R001723208","GPS","","1","ＧＰＳ坂出市００６Ｗ","XGM","52-016","","","GPS","BC01","1"
"SG-02076","R001723226","GPS","","1","ＧＰＳ坂出蓑田","XGM","52-016","","","GPS","BC02","1"
"SG-02077","R001723210","GPS","","1","ＧＰＳ坂出林田町","XGM","52-018","","","GPS","BC01","1"
"SG-02079","R001723212","GPS","","1","ＧＰＳ善通寺与北","XGM","52-021","","","GPS","BC01","1"
"SG-02081","R001723213","GPS","","1","ＧＰＳ観音寺室本","XGM","52-022","","","GPS","BC01","1"
"SG-02082","R001723214","GPS","","1","ＧＰＳ三豊豊中町岡本","XGM","52-022","","","GPS","BC02","1"
"SG-02083","R001723215","GPS","","1","ＧＰＳ東かがわ帰来","XGM","52-028","","","GPS","BC01","1"
"SG-02084","R001723235","GPS","","1","ＧＰＳ東かがわ水入","XGM","52-028","","","GPS","BC02","1"
"SG-02086","R001723217","GPS","","1","ＧＰＳ志度正面","XGM","52-031","","","GPS","BC02","1"
"SG-02087","R001723218","GPS","","1","ＧＰＳ三木氷上","XGM","52-044","","","GPS","BC01","1"
"SG-02088","R001723219","GPS","","1","ＧＰＳ三木下高岡","XGM","52-044","","","GPS","BC02","1"
"SG-02091","R001723242","GPS","","1","ＧＰＳ高松市０５９Ｗ","XGM","52-050","","","GPS","BC01","1"
"SG-02092","R001723263","GPS","","1","ＧＰＳ高松市０５５Ｗ","XGM","52-050","","","GPS","BC02","1"
"SG-02093","R001723244","GPS","","1","ＧＰＳ国分寺新居","XGM","52-055","","","GPS","BC01","1"
"SG-02094","R001723245","GPS","","1","ＧＰＳ丸亀飯山町川","XGM","52-057","","","GPS","BC01","1"
"SG-02095","R001723246","GPS","","1","ＧＰＳ丸亀市００９Ｗ","XGM","52-057","","","GPS","BC02","1"
"SG-02097","R001723248","GPS","","1","ＧＰＳ宇多津浜二番丁","XGM","52-058","","","GPS","BC02","1"
"SG-02099","R001723250","GPS","","1","ＧＰＳ満濃吉野","XGM","52-062","","","GPS","BC02","1"
"SG-02100","R001723251","GPS","","1","ＧＰＳ多度津山階","XGM","52-063","","","GPS","BC01","1"
"SG-02101","R001723252","GPS","","1","ＧＰＳ多度津葛原","XGM","52-063","","","GPS","BC02","1"
"SG-02102","R001723253","GPS","","1","ＧＰＳ三野吉津(仮）","","52-067","","","GPS","BC01","1"
"SG-02103","R001723254","GPS","","1","ＧＰＳ三豊高瀬町上高瀬(仮）","","52-067","","","GPS","BC02","1"
"SG-02104","R001723255","GPS","","1","ＧＰＳ詫間電波","","52-072","","","GPS","BC01","1"
